link;sequence;link_id;article_title;article_author;article_excerpt;categories_orig;categories;site_manual;link_type;img_file;post_date_manual;media_type;img_type;img_url;profile_image_url;author_url;post_date;processed_date;date_validation;year_valid;;;;;;
https://clauswilke.com/dataviz/;1959;L01959;Fundamentals of Data Visualization;Claus O. Wilke;The book attempts to cover the key principles, methods, and concepts required to visualize data for publications, reports, or presentations. Because data visualization is a vast field, and in its broadest definition could include topics as varied as schematic technical drawings, 3D animations, and user interfaces, I necessarily had to limit my scope for this book. I am specifically covering the case of static visualizations presented in print, online, or as slides.;"onlinebook;book;free;dataviz;rstats;ggplot2;guide";"book;free;dataviz;rstats;ggplot;guide";https://clauswilke.com;website;img/article_images/img-L01959.non;2018;NA;png;/img/article_images/img-L01959.png;NA;NA;2018;2022-07-28;2018;2018;;2018;;;;-2018-0
https://www.creativebloq.com/news/googles-new-3d-tool;1958;L01958;Google's new 3D tool is fun, creative and surprisingly useful;Georgia Coggan;Hurrah! Yup, Google's latest offering is a tool which simplifies the animation process – making the artform more accessible for anyone wanting to have a go. Surprisingly, though, it's also a super-useful tool for professionals. Disbelieving? Bear with us and we'll explain.;"3d;animation;tool";"3d;animation;tool";https://www.creativebloq.com;website;img/article_images/img-L01958.jpg;Apr 14 2021 ;NA;jpg;https://cdn.mos.cms.futurecdn.net/TX9vPTYiJ6nZtbg2TRBCHC-320-80.jpg;NA;NA;0;2022-07-28;4;0;;Apr;14;2021;;
https://tinytools.directory/;1957;L01957;✨ Open source, experimental, and tiny tools roundup;Everest Pipkin;This is a list of small, free, or experimental tools that might be useful in building your game / website / interactive project. Although I’ve included ‘standards’, this list has a focus on artful tools and toys that are as fun to use as they are functional. The goal of this list is to enable making entirely outside of closed production ecosystems or walled software gardens. ;"tool;opensource;tiny";"tool;opensource";https://tinytools.directory;website;img/article_images/img-L01957.non;Undated;NA;rep;img/images/geometric-pattern-10.jpg;NA;NA;Undated;2022-07-28;Undated;Undated;;Undated;;;;-Undated-0
https://fabiwo.io/blog/download-the-dom;1956;L01956;The Simplest Way to Download SVG/DOM Elements;Fabian Wolff;Fabian Wolff / 11. April 2021 6 min read While I was working on my ternary graph builder Ternary Equilibrium, I wanted to include a feature that enables the user to download the finished graph in a common picture format (SVG, PNG, PDF). The gra...;"svg;technique";"webdev;technique";https://fabiwo.io;offline;img/article_images/img-L01956.jpg;Unused;NA;non;https://fabiwo.io/blog/download-the-dom/_next/image?url=%2Fstatic%2Fimages%2Ffabiwo.jpg&w=64&q=75;NA;NA;Unused;2022-07-28;Unused;Unused;;Unused;;;;-Unused-0
https://spectrum.ieee.org/the-institute/ieee-member-news/stop-calling-everything-ai-machinelearning-pioneer-says;1954;L01954;Stop Calling Everything AI, Machine-Learning Pioneer Says;Kathy Pretz;Artificial-intelligence systems are nowhere near advanced enough to replace humans in many tasks involving reasoning, real-world knowledge, and social interaction. They are showing human-level competence in low-level pattern recognition skills, but at the cognitive level they are merely imitating human intelligence, not engaging deeply and creatively, says Michael I. Jordan, a leading researcher in AI and machine learning. Jordan is a professor in the department of electrical engineering and computer science, and the department of statistics, at the University of California, Berkeley.;"skepticalview;hype;ai;machinelearning";"cautionarytale;dubious;ai;ml";https://spectrum.ieee.org;website;img/article_images/img-L01954.jpg;Mar 31 2021;NA;jpg;https://spectrum.ieee.org/media-library/michael-i-jordan.jpg?id=26145125&width=1200&height=900;NA;NA;2021-03-31;2022-07-28;3;2021-03-31;;Mar;31;2021;;2021-03-31
https://newatlas.com/biology/synthetic-organism-cell-division/;1950;L01950;Synthetic organism undergoes cell division in breakthrough study;"Michael Irving
";For the first time, a team of scientists has created a synthetic single-celled organism that can divide and grow like a regular living cell. This breakthrough could lead to designer cells that can produce useful chemicals on demand or treat disease from inside the body.;"artificallife;science;misc";"science;misc";https://newatlas.com;website;img/article_images/img-L01950.jpg;Mar 30 2021;NA;jpg;https://assets.newatlas.com/dims4/default/cc298fd/2147483647/strip/true/crop/1970x1313+15+0/resize/720x480!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F7f%2F55%2Faae0cf6246afbfd3216ece5af301%2Falcohol-aging.jpg;NA;NA;2021-03-30;2022-07-28;3;2021-03-30;;Mar;30;2021;;2021-03-30
https://lvngd.com/blog/building-pictogram-grids-d3js/;1949;L01949;Building Pictogram Grids in D3.js;Christina Levengood;A pictogram, also called an isotype, is a type of infographic that uses icons or symbols to convey information. The icons might be arranged in a grid or a straight line, or any other way you fancy.;"d3js;technique;chart;pictogram";"d3js;technique;chart;dataviz";https://lvngd.com;website;img/article_images/img-L01949.jpg;Nov 22 2020 ;NA;jpg;/img/article_images/img-L01949.png;NA;NA;2020-11-22;2022-07-28;11;2020-11-22;;Nov;22;2020;;2020-11-22
https://powerbi.microsoft.com/en-us/blog/guide-to-enabling-your-organization-to-use-power-bi-in-microsoft-teams/;1947;L01947;Guide to enabling your organization to use Power BI in Microsoft Teams;Lukasz Pawlowski;Digital transformation is accelerating because of the digitization of processes, productivity through remote work, and increased collaboration in new tools like Microsoft Teams.;"powerbi;how-to;changemanagement;process";"analytics;how-to;process";https://powerbi.microsoft.com;website;img/article_images/img-L01947.non;Mar 24 2021;NA;png;img/article_images/img-L01947.png;NA;NA;2021-03-24;2022-07-28;3;2021-03-24;;Mar;24;2021;;2021-03-24
https://emilyriederer.netlify.app/post/team-of-packages/;1946;L01946;Building a team of internal R packages;Emily Riederer;" In an organization, there are more things that we absolutely know to be true (e.g. the location of a server) or required (e.g. the right way to authenticate.) Thus, for internal tools, sometimes less flexible functions are useful; these don’t require users to input things that will not change or that they may not completely understand (e.g. encryption).";"rstats;process;methodology";"rstats;process;methodology";https://emilyriederer.netlify.app;website;img/article_images/img-L01946.jpg;2021-01-21;NA;jpg;https://emilyriederer.netlify.app/authors/admin/avatar_hu38dc25cf429ba0e49769d4944761936d_1665102_270x270_fill_q90_lanczos_center.jpg;NA;NA;2021-01-21;2022-07-28;2021-01-21;2021-01-21;;2021-01-21;;;;-44217-0
https://www.aup.nl/en/book/9789462989511/the-data-journalism-handbook;1943;L01943;The Data Journalism Handbook: Towards A Critical Data Practice;Liliana Bounegru, Jonathan Gray (eds);The Data Journalism Handbook: Towards a Critical Data Practice provides a rich and panoramic introduction to data journalism, combining both critical reflection and practical insight. It offers a diverse collection of perspectives on how data journalism is done around the world and the broader consequences of datafication in the news, serving as both a textbook and a sourcebook for this emerging field. With more than 50 chapters from leading researchers and practitioners of data journalism, it explores the work needed to render technologies and data productive for journalistic purposes.;"dataliteracy;book;technique";"dataliteracy;book;technique";https://www.aup.nl;website;img/article_images/img-L01943.png;2021-03-21;NA;rep;img/article_images/img-L01943.png;NA;NA;2021-03-21;2022-07-28;2021-03-21;2021-03-21;;2021-03-21;;;;-44276-0
https://engaging-data.com/country-centered-map-projections/;1940;L01940;Country Centered Map Projections;Chris;World maps are used to show the geographic relationships between the countries and regions of the world. Their design shapes our perception of the world and those relationships. Two of the important aspects of map design are the choice of map projection and what is centered in the map. The idea for this map dataviz is to let users create their own country centered map by centering the map where you choose (on a country of your choice or a specific point) and the map projection.;"map;tool";"cartography;tool";https://engaging-data.com;website;img/article_images/img-L01940.jpg;Undated;NA;jpg;https://engaging-data.com/wp-content/uploads/2022/02/countypop-150x150.jpg;NA;NA;Undated;2022-07-28;Undated;Undated;;Undated;;;;-Undated-0
https://www.creativebloq.com/reviews/davinci-resolve;1939;L01939;DaVinci Resolve review;Nikshep Myle;This DaVinci Resolve review will discuss the software’s various features and help you figure out if this editor is right for you.;"video;tool;editor";"video;tool";https://www.creativebloq.com;website;img/article_images/img-L01939.jpg;Jul 07 2022;NA;jpg;https://cdn.mos.cms.futurecdn.net/WX9SmYrYXDcXVBenXjxXuW-480-80.jpg;NA;NA;2022-07-07;2022-07-28;7;2022-07-07;;Jul;07;2022;;2022-07-07
https://blog.datawrapper.de/which-color-scale-to-use-in-data-vis/;1938;L01938;Which color scale to use when visualizing data;Lisa Charlotte Muth;This is part 1 of a series on “Which color scale to use when visualizing data” (Part 2 / Part 3 / Part 4). If you already have a good understanding of color scales, skip to the end of this article, “It’s not as clear-cut as it seems”.;"color;dataviz;principles";"colour;dataviz";https://blog.datawrapper.de;website;img/article_images/img-L01938.non;Mar 16 2021;NA;jpg;https://blog.datawrapper.de/wp-content/uploads/2021/10/20210827-D81_2273-200x200.jpg;NA;NA;2021-03-16;2022-07-28;3;2021-03-16;;Mar;16;2021;;2021-03-16
https://jpalmer.dev/2021/03/the-2013-felton-histogram-variant-2/;1937;L01937;The 2013 Felton Histogram - Variant 2;Jeff Palmer;Nicholas Felton’s 2013 Annual Report contained two distinct histogram variants. This post covers how I created the second variant, which looks like this: Histogram (Variant 2) detail from 2013 Annual Report (Nicholas Felton). This histogram variant adds a second measure that has its y-axis pointing downward, in opposition to the y-axis of the top measure. Since the y-axis in SVG increases from top to bottom, the range of the top scale will be from the y midpoint to the top margin (from x-axis upwards), and the range of the bottom scale will be from the y midpoint to the height minus the bottom margin (from x-axis downwards).;"dataviz;graph;tutorial;d3js";"dataviz;graph;tutorial;d3js";https://jpalmer.dev;website;img/article_images/img-L01937.non;Mar 15 2021;NA;png;https://jpalmer.dev/2021/03/the-2013-felton-histogram-variant-2/original-felton-histogram-2.png;NA;NA;2021-03-15;2022-07-28;3;2021-03-15;;Mar;15;2021;;2021-03-15
https://automaticknowledge.co.uk/resources/;1932;L01932;Geodata for researchers, analysts and journalists;Automatic Knowledge;We’ve put this page together as a way of sharing some open data that researchers, analysts, journalists and others may find useful. All the files listed below can be used, with attribution, in commercial work and you’re free to adapt the data as y...;"map;geodata;opendata";"cartography;opendata";https://automaticknowledge.co.uk;website;img/article_images/img-L01932.non;Periodic;NA;rep;img/article_images/img-L01932.png;NA;NA;Periodic;2022-07-28;Periodic;Periodic;;Periodic;;;;-Periodic-0
https://simonwillison.net/2021/Mar/5/git-scraping/;1931;L01931;Git scraping, the five minute lightning talk;Simon Willison;I prepared a lightning talk about Git scraping for the NICAR 2021 data journalism conference. In the talk I explain the idea of running scheduled scrapers in GitHub Actions, show some examples and then live code a new scraper for the CDC’s vaccination data using the GitHub web interface. Here’s the video.;"datascraping;how-to;video";"dataset;how-to;video";https://simonwillison.net;website;img/article_images/img-L01931.non;2019-10-27;NA;rep;img/images/geometric-pattern-10.jpg;NA;NA;2019-10-27;2022-07-28;2019-10-27;2019-10-27;;2019-10-27;;;;-43765-0
https://vuejsdevelopers.com/2021/02/23/vue-highcharts/;1929;L01929;Build A Data Visualization App with Vue;Yuliia Nikitina; When we talk about visualization, we know we will deal with the front end. And in order for the development to go quickly and pleasantly, we need to choose the suitable tools. As for me - Vue is definitely the right one.;"dataviz;vue;tutorial";"dataviz;tutorial";https://vuejsdevelopers.com;website;img/article_images/img-L01929.non;Mar 2 2021;NA;png;https://vuejsdevelopers.com/images/yulli_nikitina.png;NA;NA;2021-03-02;2022-07-28;3;2021-03-02;;Mar;2;2021;;2021-03-02
https://www.mapbox.com/blog/outdoor-cartography-textual-labeling-in-studio;1928;L01928;Outdoor Cartography Textual Labeling in Studio;Jonni Walker;The textual aspect of the label is critical for map legibility, and can be customized in Studio to drive better engagement. Open the Natural Label Layer and style as a “Symbol”. (In this case I filtered the layer);"map;tool;guide";"cartography;tool;guide";https://www.mapbox.com;website;img/article_images/img-L01928.jpg;Jan 14 2021;NA;jpg;https://assets-global.website-files.com/5f2a93fe880654a977c51043/62d0499fa03a8bcacc6db834_pexels-asif-methar-946841.jpg;NA;NA;2021-01-14;2022-07-28;1;2021-01-14;;Jan;14;2021;;2021-01-14
https://petewarden.com/2021/02/28/how-screen-scraping-and-tinyml-can-turn-any-dial-into-an-api/;1927;L01927;How screen scraping and TinyML can turn any dial into an API;Pete Warden;This image shows a traditional water meter that’s been converted into a web API, using a cheap ESP32 camera and machine learning to understand the dials and numbers. I expect there are going to be billions of devices like this deployed over the next decade, not only for water meters but for any older device that has a dial, counter, or display.;"ml;application;embeddedsystems";ml;https://petewarden.com;website;img/article_images/img-L01927.jpg;Feb 28 2021;NA;jpg;https://raw.githubusercontent.com/jomjol/AI-on-the-edge-device/master/images/watermeter.jpg;NA;NA;2021-02-28;2022-07-28;2;2021-02-28;;Feb;28;2021;;2021-02-28
https://www.vis4.net/blog/2017/03/in-defense-of-interactive-graphics/;1922;L01922;vis4.net | In Defense of Interactive Graphics; Gregor Aisch;No, interactive graphics are not dead. It is also not true that “85% of the Times‘ page visitors online simply ignore interactive infographics altogether”. But since I sort of helped creating[1] this confusion, I think it’s time to set this straight: Interactive graphics are still great, and there are a lot of good reasons to make them!;"chart;interactive;advice";"chart;interactive;advice";https://www.vis4.net;website;img/article_images/img-L01922.non;Mar 31 2017;NA;png;https://www.vis4.net/blog/images/old/bf9c55c6acbccbc4fa7d44eb085bc77f.png;NA;NA;2017-03-31;2022-07-28;3;2017-03-31;;Mar;31;2017;;2017-03-31
https://idyll-lang.org/gallery;1920;L01920;" We introduce Idyll, a novel ""compile-to- the-web"" language for web-based interactive narratives.";Organization;Idyll can be used to create explorable explanations, write data-driven stories, and add interactivity to blog engines and content management systems. The tool can generate standalone webpages or be embedded in existing pages. Choose from built-in themes or provide custom CSS.;"datadriventool;storytelling;dataviz;tool";"tool;storytelling;dataviz";https://idyll-lang.org;website;img/article_images/img-L01920.non;Periodic;NA;png;https://idyll-lang.org/static/images/fugazi.gif;NA;NA;Periodic;2022-07-28;Periodic;Periodic;;Periodic;;;;-Periodic-0
https://palettegenerator.com/;1919;L01919;Palette Generator;Unknown;Find design inspiration with natural image palletes extracted using k-means algorithm. This palette generator will create a color palette based on the predominant colors in your image.;"color;dataviz;palette";"colour;dataviz";https://palettegenerator.com;website;img/article_images/img-L01919.non;Undated;NA;png;https://palettegenerator.com/images/palettegenerator/logo.png;NA;NA;Undated;2022-07-28;Undated;Undated;;Undated;;;;-Undated-0
https://www.csail.mit.edu/news/helping-data-journalists-create-interactive-graphics;1918;L01918;Helping data journalists create interactive graphics;Adam Conner-Simons;The rise of big data has led to an explosion in visualizations used in news articles and scientific papers. In particular, there’s been growing interest in interactive visualizations that allow readers to dig into the data themselves.;"dataviz;article;press";"dataviz;news;article";https://www.csail.mit.edu;website;img/article_images/img-L01918.jpg;Feb 22 2021;NA;png;/img/logos/mit-logo.png;NA;NA;2021-02-22;2022-07-28;2;2021-02-22;;Feb;22;2021;;2021-02-22
https://newatlas.com/telecommunications/zoom-fatigue-video-exhaustion-tips-help-stanford/;1917;L01917;Stanford study into “Zoom Fatigue” explains why video chats are so tiring;Rich Haridy;"A new study from Stanford University communications expert Jeremy Bailenson is investigating the very modern phenomenon of ""Zoom Fatigue."" Bailenson suggests there are four key factors that make videoconferencing so uniquely tiring, and he recommends some simple solutions to reduce exhaustion.";misc;misc;https://newatlas.com;website;img/article_images/img-L01917.jpg;Feb 23 2021 ;NA;jpg;https://assets.newatlas.com/dims4/default/cc298fd/2147483647/strip/true/crop/1970x1313+15+0/resize/720x480!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F7f%2F55%2Faae0cf6246afbfd3216ece5af301%2Falcohol-aging.jpg;NA;NA;2021-02-23;2022-07-28;2;2021-02-23;;Feb;23;2021;;2021-02-23
https://solutionsreview.com/business-intelligence/the-best-data-literacy-courses-and-online-training/;1916;L01916;The 9 Best Data Literacy Courses and Online Training for 2022;Tim King; The editors at Solutions Review have compiled this list of the best data literacy courses and online training to consider.;"dataliteracy;course";"dataliteracy;course";https://solutionsreview.com;website;img/article_images/img-L01916.jpg;Oct 19 2022;NA;png;https://i2.wp.com/solutionsreview.com/business-intelligence/files/2021/04/Best-Power-BI-Training-and-Courses-Custom.jpg?resize=40%2C40&ssl=1;NA;NA;2022-10-19;2022-07-28;10;2022-10-19;;Oct;19;2022;;2022-10-19
https://observablehq.com/collection/%40oliviafvane/watermarks;1914;L01914;PublicWaterlines collection;Olivia Vane;4 notebooks about drawing and animating 'waterlines'—an old technique for showing water in maps—in JavaScript.;"dataviz;art;inspiration;d3js";"dataviz;art;inspiration;d3js";https://observablehq.com;website;img/article_images/img-L01914.jpg;2021-02-17;NA;jpg;https://static.observableusercontent.com/thumbnail/3c0aedb8f111fdcd1d08d6fcae62d0c7b521e675f601d7e2a358b9696ff9ca16.jpg;NA;NA;2021-02-17;2022-07-28;2021-02-17;2021-02-17;;2021-02-17;;;;-44244-0
https://twitter.com/jlamat/status/1360299406579367940/photo/1;1913;L01913;Why is #datascience so hard in the real world ? https://t.co/p2wQnWBUi2;Jean-Louis Amat, PhD;Why is #datascience so hard in the real world ? https://t.co/p2wQnWBUi2;"cautionarytale;advice;datascience";"cautionarytale;advice;datascience";https://twitter.com;twitter;NA;Feb 12, 2021;photo;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1230597102675386369/FiuT4CU4_normal.jpg;http://linkedin.com/in/jlamat;2021-02-12;2022-07-23;2;2021-02-12;;Feb;12,;2021;;2021-02-12
https://blog.basilesimon.fr/2021/02/11/hello-d3-render/;1912;L01912;Some declarative, React-like logic for your Observable/d3 toolkit;Basile Simon;Earlier this week, as I was looking into idiomatic ways of updating a chart, I came across Kaho Cheung’s d3-render – and boy did I get excited. d3-render packages up a bunch of d3 commands in a declarative shell, inspired by a eathe...;"development;dataviz";"development;dataviz";https://blog.basilesimon.fr;offline;img/article_images/img-L01912.non;2021-02-11;NA;non;non;NA;NA;2021-02-11;2022-07-28;2021-02-11;2021-02-11;;2021-02-11;;;;-44238-0
https://thenewstack.io/delivering-production-grade-machine-learning-outcomes-with-mlops/;1911;L01911;Delivering Production-Grade Machine Learning Outcomes with MLOps;Nick Heudecker ;With machine learning (ML) models taking an average of ninety days or longer to deploy, enterprises are exploring MLOps to improve deployment speed, reliability and success rates.;"mlops;methodology";"mlops;methodology";https://thenewstack.io;website;img/article_images/img-L01911.jpg;Feb 11 2021;NA;jpg;https://cdn.thenewstack.io/media/2021/02/3fd4c3a9-architecture-2267789_1280-1024x682.jpg;NA;NA;2021-02-11;2022-07-28;2;2021-02-11;;Feb;11;2021;;2021-02-11
https://www.heshameissa.com/blog/learn-d3;1910;L01910;How to learn D3.js with no coding experience;Lindsey Poulter & Hesham Issa;We decided we wanted to learn D3.js but realized we needed to learn web development first, as we both had no coding experience to start. On January 1, 2020 we began our journey. We spent January through March doing structured learning, watching videos and reading books. Then, we spent two months experimenting with D3.js, creating as many different chart types as we could, with different datasets, in order to get really comfortable with it. ;"d3js;learning;methodology";"d3js;methodology";https://www.heshameissa.com;website;img/article_images/img-L01910.non;2021-01;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2021-01;2022-07-28;2021-01;2021-01;;2021-01;;;;-44197-0
http://www.chartjs.org/;1909;L01909;Simple yet flexible JavaScript charting library for the modern web;Group;Chart.js provides a set of frequently used chart types, plugins, and customization options. In addition to a reasonable set of built-in chart types, you can use additional community-maintained chart types . On top of that, it’s possible to combine several chart types into a mixed chart (essentially, blending multiple chart types into one on the same canvas).;"dataviz;tool;javascript;opensource";"dataviz;tool;javascript;opensource";http://www.chartjs.org;website;img/article_images/img-L01909.non;2020-2023;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2020-2023;2022-07-28;2020-2023;2020-2023;;2020-2023;;;;-2020-2023-0
https://thenewstack.io/microsoft-excel-becomes-a-programming-language/;1908;L01908;Microsoft Excel Becomes a Proper Programming Language;David Cassel ;"Researchers believe they've now finally transformed Excel into a full-fledged programming language, thanks to the introduction of a new feature called LAMBDA.  ""With LAMBDA, Excel has become Turing-complete. You can now, in principle, write any computation in the Excel formula language,"" a Microsoft blog proclaimed. ";"excel;article;general";"article;development";https://thenewstack.io;website;img/article_images/img-L01908.non;Feb 7 2021;NA;png;/img/icons/ms-excel-svgrepo-com.svg;NA;NA;2021-02-07;2022-07-28;2;2021-02-07;;Feb;7;2021;;2021-02-07
https://theathletic.com/2370243/2021/02/07/how-has-your-clubs-manager-used-their-premier-league-squad/;1906;L01906;How has your club’s manager used their Premier League squad?;Tom Worville;Did you know that this is the oldest Liverpool team in Premier League history, with a weighted average age of 27 years and 40 days? Or that Fulham’s summer spending spree has resulted in them being just the second side ever to field eight new (or...;"dataanalysis;dataviz;example;inspiration";"dataanalysis;dataviz;example;inspiration";https://theathletic.com;website;img/article_images/img-L01906.non;Feb 7 2021;NA;png;/img/article_images/img-L01906.png;NA;NA;2021-02-07;2022-07-28;2;2021-02-07;;Feb;7;2021;;2021-02-07
https://leanpub.com/d3-t-and-t-v6;1902;L01902;D3 tips & tricks v6.x | Interactive visualization in a web browser;Malcolm Maclean;Tips and tricks for using d3.js (version 6), one of the leading data visualization tools for the web. It's aimed at getting you started and moving you forward. You can download for FREE or donate to encourage further development if you wish :-).;"dataviz;d3;book";"dataviz;d3js;book";https://leanpub.com;website;img/article_images/img-L01902.jpg;2021-02-14;NA;png;/img/article_images/img-L01902.png;NA;NA;2021-02-14;2022-07-28;2021-02-14;2021-02-14;;2021-02-14;;;;-44241-0
https://www.producthunt.com/posts/public-apis-3-0;1900;L01900;A collection of public APIs for your next project;Universal Micro Services;A collective list of more than 1000 Free Public and Open REST APIs for developers like movie APIs, Anime APIs, weather APIs, music APIs, games and comics APIs, currency APIs, sports APIs, science APIs, open data APIs, etc.;"api;list;development";"development;list";https://www.producthunt.com;website;img/article_images/img-L01900.non;2021;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2021;2022-07-28;2021;2021;;2021;;;;-2021-0
http://introtodeeplearning.com/2020/index.html;1898;L01898;MIT 6.S191 | Intro do Deep Learning;Alexander Amini, Ava Soleimany;MIT's introductory course on deep learning methods with applications to computer vision, natural language processing, biology, and more! Students will gain foundational knowledge of deep learning algorithms and get practical experience in building neural networks in TensorFlow. Course concludes with a project proposal competition with feedback from staff and panel of industry sponsors. Prerequisites assume calculus (i.e. taking derivatives) and linear algebra (i.e. matrix multiplication), we'll try to explain everything else along the way! Experience in Python is helpful but not necessary. Listeners are welcome!;"deeplearning;course";"deeplearning;course";http://introtodeeplearning.com;website;img/article_images/img-L01898.jpg;2020;NA;png;img/article_images/img-L01898.png;NA;NA;2020;2022-07-28;2020;2020;;2020;;;;-2020-0
https://dataviztoday.com/blog/37;1897;L01897;A background color that works with black and white elements;Alli Torban;Last year I attended a talk by Carni Klirs at a Data Viz DC meetup about his History of Fugazi project. He worked so hard on this passion project (he even won Gold at the IIB Awards!), and I learned a lot hearing about his design process. But the...;"dataviz;colour;design";"dataviz;colour;design";https://dataviztoday.com;website;img/article_images/img-L01897.non;Feb 10 2020;NA;png;https://images.squarespace-cdn.com/content/v1/59b82daff14aa11bc9910930/1581296441250-7R6L8ZCSXHOYGY7P6O6Z/IMG_7543.PNG?format=500w;NA;NA;2020-02-10;2022-07-28;2;2020-02-10;;Feb;10;2020;;2020-02-10
https://juliasilge.com/blog/cocktail-recipes-umap/;1895;L01895;PCA and UMAP with tidymodels and #TidyTuesday cocktail recipes;Julia Silge;Lately I’ve been publishing screencasts demonstrating how to use the tidymodels framework, from first steps in modeling to how to evaluate complex models. Today’s screencast isn’t about predictive modeling, but about unsupervised machine learning using with this week’s #TidyTuesday dataset on cocktail recipes.;"tidyverse;statisticallearning;tutorial;rstats";"tidyverse;stats;tutorial;rstats";https://juliasilge.com;website;img/article_images/img-L01895.non;May 27 2020;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2020-05-27;2022-07-28;5;2020-05-27;;May;27;2020;;2020-05-27
https://courses.cs.washington.edu/courses/cse599i/20au/;1894;L01894;CSE 599,  Autumn 2020 Generative Models;John Thickstun;This course explores a variety of modern techniques for learning to sample from an unknown probability distribution given examples. Generative models are an active area of research: most of the techniques we discuss in this course have been developed in the last 10 years. This course is integrated tightly with the current research literature, and will provide the context needed to read papers on the most recent developments in the field. The lectures will focus on the theoretical and mathematical foundations of generative modeling techniques. The homeworks will consist a mix of analytical and computational exercises. The course project is intended to offer an opportunity to apply these ideas to your own research, or to more deeply investigate one of the topics discussed in the course. ;"deeplearning;generativeai;course";"deeplearning;generative;course";https://courses.cs.washington.edu;website;img/article_images/img-L01894.non;2020;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2020;2022-07-28;2020;2020;;2020;;;;-2020-0
https://gijn.org/2020/12/21/data-journalism-top-10-for-2020/;1892;L01892;Data Journalism Top 10 for 2020: COVID-19, Saving the Nile, Shape of Dreams, Visualizations for the Colorblind;Eunice Au & Connected Action;This year — the year of the pandemic — in which the coronavirus dominated public conversation and news headlines, our mapping from January 1 to December 13 reflects that reality. We found popular data journalism pieces covering different facets of the COVID-19 crisis produced by The New York Times, The Financial Times, Süddeutsche Zeitung and Mediapart. There were also in-depth interactive explainers by Al Jazeera, an imaginative and beautiful exploration of dreams by data visualization designer Federica Fragapane, and a guide to visualizing data for colorblind readers by Datawrapper’s Lisa Charlotte Rost.;"dataliteracy;datajournalism;examples;inspiration";"dataliteracy;datajournalism;example;inspiration";https://gijn.org;website;img/article_images/img-L01892.jpg;2020-12-21;NA;rep;/img/images/geometric-pattern-06.jpg;NA;NA;2020-12-21;2022-07-28;2020-12-21;2020-12-21;;2020-12-21;;;;-44186-0
https://opensource.com/article/20/12/virtual-reality-server;1890;L01890;Why I rewrote my open source virtual reality server;Josip Almasi;Well, I'm your typical introverted hacker. I like to play with technology. Whenever something new comes out, I have to lay my hands on it and get them dirty. So, when I gifted myself Oculus Quest last year, I played a few games before I wanted to code something myself. And guess what? Everything is proprietary!;"vr;opensource";opensource;https://opensource.com;website;img/article_images/img-L01890.jpg;2020-12-24;NA;jpg;https://opensource.com/sites/default/files/uploads/vrspace_old.jpg;NA;NA;2020-12-24;2022-07-28;2020-12-24;2020-12-24;;2020-12-24;;;;-44189-0
https://phys.org/news/2020-12-immersive-reality-affect-implicit-racial.html;1889;L01889;How does immersive reality affect implicit racial bias?;University of Barcelona;A study carried out by researchers of the University of Barcelona shows that when the virtual scenario is affectively negative, implicit bias increases, and even the illusion of owning a virtual body is lessened. Researchers argue that negative affect prevents the formation of new positive associations with black, and distress leads to disownership of the virtual body. These results, published in the journal Royal Society Open Science, challenge the vision of virtual reality as an empathy machine and may have implications in the way virtual reality should be used to reduce implicit biases. ;"misc;vr";misc;https://phys.org;website;img/article_images/img-L01889.jpg;2020-12-17;NA;jpg;https://scx1.b-cdn.net/csz/news/800a/2020/1-howdoesimmer.jpg;NA;NA;2020-12-17;2022-07-28;2020-12-17;2020-12-17;;2020-12-17;;;;-44182-0
https://informationisbeautiful.net/visualizations/vitamin-d/;1884;L01884;Vitamin D Visualization;David McCandless & Stephanie Starling;What is Vitamin D? How do you get it? Might you have Vitamin D deficiency? Which foods have it? Do supplements work? Can Vitamin D protect against COVID-19 and other diseases? All the key Vitamin D questions answered with the latest data in one i...;"dataviz;inspiration;example";"dataviz;inspiration;example";https://informationisbeautiful.net;website;img/article_images/img-L01884.non;Undated;NA;png;/img/article_images/img-L01884.png;NA;NA;Undated;2022-07-28;Undated;Undated;;Undated;;;;-Undated-0
http://implicit-layers-tutorial.org/;1883;L01883;Deep Implicit Layers - Neural ODEs, Deep Equilibirum Models, and Beyond; Zico Kolter, David Duvenaud &Matt Johnson;This web page is the companion website to our NeurIPS 2020 tutorial, created by Zico Kolter, David Duvenaud, and Matt Johnson. The page constain notes to accompany our tutorial (all created via Colab notebooks, which you can experiment with as you like), as well as links to our video presentation as slides. This web page will be under development until the official scheduled time of the tutorial (December 7, 1:30pm PT), and may undergo additional changes after that time.;"deeplearning;course";"deeplearning;course";http://implicit-layers-tutorial.org;website;img/article_images/img-L01883.non;Undated;NA;png;http://implicit-layers-tutorial.org/logo.png;NA;NA;Undated;2022-07-28;Undated;Undated;;Undated;;;;-Undated-0
